rank,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category
2212,178591,Lunarchitects,1,5,60,45,60,2016,7.38694,5.96681,363,13,"Set Collection, Tile Placement, Variable Phase Order",651,Science Fiction
2213,102898,Sewer Pirats,2,5,60,30,60,2012,6.68899,5.96679,753,10,"Card Drafting, Set Collection, Variable Player Powers",1391,"Animals, Miniatures, Pirates"
2214,19650,Il Principe,2,5,60,60,60,2005,6.44016,5.96668,1139,10,"Area Control / Area Influence, Auction/Bidding, Hand Management, Set Collection",1976,"City Building, Renaissance"
2215,161546,Timeline: American History,2,8,15,15,15,2014,6.72727,5.96646,713,8,none,1898,"Card Game, Educational, Trivia"
2216,69601,1880: China,3,7,300,300,300,2010,8.30115,5.96601,220,13,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",321,"Economic, Trains"
2217,64826,Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,2,4,120,90,120,2010,6.8091,5.96597,632,10,"Area Control / Area Influence, Dice Rolling, Point to Point Movement",1751,"Fighting, Movies / TV / Radio theme, Science Fiction"
2218,80642,Antics!,3,4,60,60,60,2010,6.96022,5.9657,511,10,"Action Point Allowance System, Pick-up and Deliver, Route/Network Building, Tile Placement, Variable Player Powers",551,"Animals, Exploration, Transportation"
2219,125050,Pay Dirt,2,5,90,90,90,2014,6.85583,5.96564,597,13,"Auction/Bidding, Card Drafting, Worker Placement",1070,"Environmental, Industry / Manufacturing"
2220,197097,Four Against Darkness,1,1,75,45,75,2016,7.93924,5.96563,370,0,"Dice Rolling, Paper-and-Pencil",1297,"Adventure, Book, Exploration, Fantasy, Print & Play"
2221,96613,Alcatraz: The Scapegoat,3,4,60,45,60,2011,6.38881,5.96559,1324,15,"Action Point Allowance System, Area Movement, Co-operative Play, Modular Board, Partnerships, Pick-up and Deliver, Set Collection, Trading, Voting",1714,"Bluffing, Mafia, Negotiation"
2222,22287,Buccaneer,3,5,30,30,30,2006,6.29045,5.96551,1597,8,"Auction/Bidding, Memory",1986,Pirates
2223,187353,Marvel Dice Masters: Civil War,2,2,60,60,0,2016,7.59928,5.96494,321,14,"Deck / Pool Building, Dice Rolling, Variable Player Powers",1008,"Collectible Components, Comic Book / Strip, Dice, Fighting"
2224,1213,Nuclear Escalation,2,6,30,30,30,1983,6.593,5.96481,914,10,"Hand Management, Take That",1675,"Card Game, Modern Warfare, Negotiation, Political, Wargame"
2225,128664,Timeline,2,8,15,15,15,2012,6.45193,5.96477,1082,8,none,1385,"Card Game, Educational, Trivia"
2226,216070,Hunt for the Ring,2,5,180,90,180,2018,7.46982,5.96403,352,13,"Dice Rolling, Point to Point Movement, Secret Unit Deployment, Variable Player Powers",1510,"Deduction, Dice, Fantasy, Fighting, Novel-based"
2227,217861,Paper Tales,2,5,30,30,30,2017,7.27608,5.96386,426,12,"Card Drafting, Hand Management",641,"Card Game, Fantasy"
2228,152757,Doodle Quest,1,4,15,15,15,2014,6.80756,5.96346,597,6,Line Drawing,1135,"Action / Dexterity, Children's Game"
2229,130899,12 Days,3,5,15,15,15,2011,6.5391,5.96319,937,8,"Auction/Bidding, Set Collection, Trick-taking",2151,Card Game
2230,2455,India Rails,2,6,180,180,180,1998,7.04639,5.96304,497,12,"Action / Movement Programming, Crayon Rail System, Pick-up and Deliver, Route/Network Building",951,"Economic, Trains, Transportation"
2231,38032,Byzanz,3,6,45,45,45,2008,6.59244,5.96301,814,8,"Auction/Bidding, Card Drafting, Hand Management, Set Collection",1075,"Ancient, Arabian, Card Game, Economic"
2232,176803,Overseers,3,6,45,30,45,2015,6.83473,5.96289,679,12,"Card Drafting, Set Collection, Variable Player Powers, Voting",1458,"Bluffing, Card Game"
2233,98347,Empires of the Void,2,4,120,120,120,2012,6.80892,5.96289,629,12,"Action Point Allowance System, Dice Rolling, Set Collection, Trading",1148,"Science Fiction, Space Exploration"
2234,29308,Beowulf: The Movie Board Game,2,4,30,30,30,2007,6.34206,5.96285,1416,10,"Hand Management, Tile Placement",2554,"Abstract Strategy, Fantasy, Medieval, Movies / TV / Radio theme"
2235,1338,Volldampf,2,6,90,90,90,2001,6.86281,5.96263,571,12,"Auction/Bidding, Pick-up and Deliver, Tile Placement",675,Trains
2236,192834,Fight for Olympus,2,2,30,30,30,2016,6.85649,5.96256,614,12,Hand Management,1110,"Ancient, Card Game, Mythology"
2237,550,Barbarossa,3,4,60,60,60,1988,6.39799,5.96199,1295,12,"Betting/Wagering, Roll / Spin and Move",2177,"Deduction, Fantasy, Humor, Party Game, Word Game"
2238,142325,Kobayakawa,3,6,15,15,15,2013,6.34586,5.96183,1363,9,Betting/Wagering,2132,"Card Game, Deduction, Number"
2239,118497,Trick of the Rails,3,5,20,20,20,2011,6.73185,5.9617,658,10,"Stock Holding, Trick-taking",1247,"Card Game, Trains"
2240,200456,Ascension X: War of Shadows,2,4,45,30,45,2016,7.73432,5.96169,315,0,"Card Drafting, Deck / Pool Building, Hand Management",713,"Card Game, Fantasy"
2241,3154,Nautilus,2,4,120,120,120,2002,6.39157,5.96163,1281,12,"Set Collection, Tile Placement",2333,"City Building, Economic, Exploration, Nautical, Science Fiction"
2242,1666,Battle Hymn,1,1,240,240,240,1986,7.50774,5.96109,364,12,Hex-and-Counter,1064,"Wargame, World War II"
2243,19,Wacky Wacky West,2,4,45,30,45,1991,6.31947,5.96108,1527,9,"Tile Placement, Voting",2601,"American West, Bluffing, City Building"
2244,202755,Guildhall Fantasy: Fellowship,2,4,45,30,45,2016,7.30742,5.96108,387,10,"Hand Management, Set Collection, Take That",873,"Card Game, Fantasy"
2245,148532,Ghost Blitz: 5 to 12,2,8,20,20,20,2013,6.98484,5.96093,551,8,Pattern Recognition,1088,"Action / Dexterity, Real-time"
2246,193322,Master of Orion: The Board Game,2,4,60,40,60,2016,6.99157,5.96092,551,12,"Hand Management, Variable Player Powers",827,"Card Game, Economic, Science Fiction, Video Game Theme"
2247,183284,Factory Funner,1,5,40,20,40,2016,7.34184,5.96074,370,11,"Route/Network Building, Tile Placement",581,"Puzzle, Real-time"
2248,101786,Dust Tactics: Revised Core Set,2,4,45,45,45,2011,7.3993,5.96035,412,14,"Action Point Allowance System, Dice Rolling, Modular Board",1050,"Miniatures, Science Fiction, World War II"
2249,4212,Here Come the Rebels,2,2,180,180,180,1993,7.61403,5.95952,318,12,"Dice Rolling, Hex-and-Counter",947,"American Civil War, Wargame"
2250,180901,Joraku,3,4,60,30,60,2015,7.16995,5.95892,427,12,"Area Control / Area Influence, Trick-taking",835,Medieval
2251,58601,Advanced Squad Leader: Starter Kit Expansion Pack #1,2,2,150,0,150,2011,8.27683,5.95879,234,0,"Dice Rolling, Hex-and-Counter",1025,"Wargame, World War II"
2252,226634,The Thing: Infection at Outpost 31,4,8,120,60,120,2017,7.42518,5.95848,445,17,"Co-operative Play, Dice Rolling, Hand Management, Partnerships, Role Playing, Variable Player Powers, Voting",1019,"Bluffing, Deduction, Horror, Movies / TV / Radio theme, Science Fiction, Spies/Secret Agents"
2253,7104,Ace of Aces: Powerhouse Series,2,2,20,20,20,1981,7.21314,5.95848,428,12,"Simulation, Simultaneous Action Selection",733,"Aviation / Flight, Wargame, World War I"
2254,141,Andromeda,3,5,60,60,60,1999,6.39022,5.95776,1232,10,"Area Control / Area Influence, Set Collection, Trading",1720,"Science Fiction, Space Exploration, Territory Building"
2255,20079,Pacific Typhoon,3,7,120,120,120,2008,6.6466,5.95774,744,10,"Card Drafting, Dice Rolling, Hand Management, Partnerships, Trick-taking",1181,"Card Game, Nautical, Wargame, World War II"
2256,25420,UR,3,4,45,45,45,2006,6.51413,5.95752,916,10,"Action Point Allowance System, Area Enclosure, Modular Board, Set Collection, Tile Placement",1137,"Abstract Strategy, Civilization"
2257,3452,Emerald,2,5,45,45,45,2002,6.36771,5.95746,1251,10,"Dice Rolling, Roll / Spin and Move, Set Collection",1531,"Adventure, Exploration, Fantasy"
2258,63632,Jerusalem,2,4,90,90,90,2010,6.77164,5.95743,688,12,"Area Control / Area Influence, Auction/Bidding, Card Drafting, Worker Placement",1014,Medieval
2259,782,"Win, Place & Show",3,6,120,120,120,1966,6.69517,5.95717,764,8,"Betting/Wagering, Dice Rolling, Roll / Spin and Move",1600,"Animals, Racing, Sports"
2260,11096,Tahuantinsuyu,3,4,180,180,180,2004,7.17443,5.95699,404,12,"Hand Management, Line Drawing, Route/Network Building",524,"Civilization, Exploration"
2261,6581,Korea: The Forgotten War,2,2,360,360,360,2003,8.09921,5.95676,252,16,"Dice Rolling, Hex-and-Counter, Simulation",960,"Korean War, Modern Warfare, Wargame"
2262,1710,The Siege of Jerusalem (Third Edition),1,2,300,300,300,1989,7.03625,5.95624,508,12,Hex-and-Counter,1391,"Ancient, Wargame"
2263,3986,Battle for Germany,2,4,180,180,180,1975,7.09164,5.95621,474,12,"Dice Rolling, Hex-and-Counter, Simulation",1033,"Wargame, World War II"
2264,2290,Phantoms vs Phantoms,2,2,15,15,15,1980,6.37722,5.95618,1258,6,"Grid Movement, Secret Unit Deployment",1694,"Bluffing, Children's Game, Horror"
2265,357,Excape,3,6,30,30,30,1998,6.31426,5.95583,1409,8,"Dice Rolling, Press Your Luck",1303,"Dice, Racing"
2266,38657,Cities,1,4,30,15,30,2008,6.40137,5.95525,1101,8,"Pattern Building, Tile Placement",1460,"City Building, Puzzle"
2267,29285,Case Blue,1,2,22500,0,22500,2007,8.23545,5.95493,270,12,"Dice Rolling, Hex-and-Counter, Simulation",654,"Wargame, World War II"
2268,209325,The Game: Extreme,1,5,30,20,30,2016,7.04423,5.95485,456,8,"Co-operative Play, Hand Management",1071,"Card Game, Number"
2269,22198,Great Wall of China,2,5,30,30,30,2006,6.22631,5.95457,1867,10,"Area Control / Area Influence, Hand Management",2454,Card Game
2270,113927,Nightfall: The Coldest War,2,5,45,45,45,2012,7.27414,5.95436,374,12,"Card Drafting, Deck / Pool Building, Hand Management",1245,"Card Game, Fantasy, Fighting, Horror, Zombies"
2271,152053,Lagoon: Land of Druids,1,4,60,60,60,2014,6.44105,5.95425,1162,0,"Grid Movement, Modular Board, Rock-Paper-Scissors, Stock Holding, Tile Placement",3194,"Adventure, Exploration, Fantasy"
2272,195867,Papà Paolo,2,4,75,30,75,2016,7.07925,5.95399,464,10,"Auction/Bidding, Pick-up and Deliver, Tile Placement, Worker Placement",800,"City Building, Transportation"
2273,193728,Pendragon: The Fall of Roman Britain,1,4,360,60,360,2017,8.16519,5.95393,243,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Variable Phase Order, Variable Player Powers",1285,"Ancient, Medieval, Political, Religious, Wargame"
2274,5684,18EU,2,6,300,300,300,2001,7.57717,5.95387,305,14,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",344,"Economic, Negotiation, Print & Play, Trains, Transportation"
2275,84159,Junta: Viva el Presidente!,3,5,60,45,60,2010,6.46322,5.95371,1172,10,"Dice Rolling, Hand Management, Simultaneous Action Selection",1643,"Dice, Fighting, Humor, Negotiation, Political"
2276,293,Bamboleo,2,7,30,30,30,1996,6.38947,5.9534,1235,6,Press Your Luck,1251,"Action / Dexterity, Party Game"
2277,1917,Stratego,2,2,45,45,45,1944,6.06143,5.95307,11224,8,"Grid Movement, Memory, Secret Unit Deployment",18265,"Abstract Strategy, Bluffing, Deduction, Fighting, Memory, Napoleonic, Wargame"
2278,1036,Speculation,3,6,45,45,45,1992,6.73612,5.95307,643,10,"Commodity Speculation, Dice Rolling, Hand Management, Memory, Stock Holding",981,Economic
2279,198287,Legends of Andor: The Last Hope,2,4,90,60,90,2017,8.0898,5.95285,250,10,"Area Movement, Co-operative Play, Dice Rolling, Variable Player Powers",1274,"Adventure, Fantasy, Puzzle"
2280,203102,Buffy the Vampire Slayer: The Board Game,1,6,60,40,60,2016,7.09945,5.95281,562,13,"Co-operative Play, Hand Management, Variable Player Powers",1599,"Fantasy, Horror, Movies / TV / Radio theme"
2281,18289,Key Largo,3,5,45,45,45,2005,6.60607,5.95213,777,10,"Action / Movement Programming, Commodity Speculation, Set Collection, Simultaneous Action Selection",1239,Nautical
2282,159504,Folklore: The Affliction,1,5,120,90,120,2017,8.34624,5.95212,361,14,"Action Point Allowance System, Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",951,"Adventure, Horror, Miniatures"
2283,41003,Keltis: Der Weg der Steine Mitbringspiel,2,4,15,15,15,2009,6.44748,5.95197,996,7,"Press Your Luck, Set Collection",1497,"Ancient, Exploration"
2284,3893,Full Thrust,2,6,120,120,120,1992,7.24164,5.95128,412,12,"Action / Movement Programming, Dice Rolling, Simultaneous Action Selection, Variable Player Powers",678,"Miniatures, Science Fiction, Wargame"
2285,204837,Game of Thrones: The Iron Throne,3,5,60,30,60,2016,6.94872,5.95091,560,18,none,1114,Movies / TV / Radio theme
2286,186721,Healthy Heart Hospital,1,5,90,60,90,2015,7.30817,5.95068,381,13,"Action Point Allowance System, Co-operative Play, Press Your Luck, Variable Player Powers",782,"Economic, Medical"
2287,131449,Captains of Industry,3,5,150,90,150,2015,7.15979,5.94993,431,13,"Area Control / Area Influence, Auction/Bidding, Commodity Speculation",1067,"Economic, Industry / Manufacturing"
2288,32989,Axis Empires: Totaler Krieg!,1,3,3600,3600,3600,2011,8.42292,5.94986,216,12,"Campaign / Battle Card Driven, Dice Rolling, Hex-and-Counter",620,"Wargame, World War II"
2289,180198,Rolling America,1,99,15,15,15,2015,6.48859,5.94964,919,8,"Dice Rolling, Paper-and-Pencil",2029,"Dice, Number, Puzzle"
2290,178613,Star Trek: Five-Year Mission,3,7,45,30,45,2015,6.49374,5.94953,1028,10,"Co-operative Play, Dice Rolling, Variable Player Powers",2119,"Dice, Movies / TV / Radio theme, Science Fiction"
2291,227072,The Chameleon,3,8,10,10,0,2017,6.85351,5.94952,593,14,Co-operative Play,1204,"Card Game, Deduction, Humor, Party Game, Word Game"
2292,91189,Ristorante Italia,2,5,90,90,90,2011,6.91426,5.9495,556,10,"Auction/Bidding, Card Drafting, Set Collection, Worker Placement",808,Economic
2293,5419,Magna Grecia,2,4,90,90,90,2003,6.58444,5.94933,789,12,"Route/Network Building, Tile Placement",1146,"Ancient, Territory Building"
2294,92120,Atlantis Rising,2,6,90,30,90,2012,6.57102,5.9491,825,10,"Co-operative Play, Dice Rolling, Press Your Luck, Variable Player Powers, Worker Placement",1128,"Ancient, Civilization, Mythology"
2295,203411,Word Slam,3,99,45,45,45,2016,7.09068,5.94865,429,12,none,740,"Party Game, Word Game"
2296,35669,Bastogne: Screaming Eagles under Siege,2,2,300,300,300,2009,7.46395,5.94864,339,0,"Dice Rolling, Hex-and-Counter",980,"Wargame, World War II"
2297,193840,The Dragon & Flagon,2,8,60,60,60,2016,6.528,5.94791,902,10,"Action / Movement Programming, Simultaneous Action Selection, Time Track, Variable Player Powers",1675,"Fantasy, Fighting, Humor"
2298,4529,Hellas,2,2,60,45,60,2002,6.21483,5.94781,1985,12,"Area Control / Area Influence, Hand Management, Tile Placement",3115,"Ancient, Mythology"
2299,19184,Lectio,3,5,20,20,20,2004,6.87526,5.94725,541,8,Hand Management,555,none
2300,12234,DAK2,1,2,360,360,360,2004,8.26129,5.94683,260,14,"Dice Rolling, Hex-and-Counter, Simulation",691,"Wargame, World War II"
2301,2998,Reds! The Russian Civil War 1918-1921,1,2,360,360,360,2001,7.25985,5.9468,404,12,"Chit-Pull System, Hex-and-Counter",1228,"Civil War, Wargame"
2302,150146,Rattlebones,2,4,30,15,30,2014,6.56904,5.94661,799,14,"Deck / Pool Building, Dice Rolling, Modular Board, Roll / Spin and Move",1338,Dice
2303,198138,Enchanters,2,4,60,30,60,2016,7.11213,5.94617,490,14,"Card Drafting, Set Collection",1011,"Card Game, Fantasy, Fighting"
2304,17394,The Burning Blue,2,2,300,300,300,2006,7.62878,5.94613,319,12,"Dice Rolling, Hex-and-Counter",1072,"Aviation / Flight, Wargame, World War II"
2305,184491,Spaceteam,3,6,5,5,5,2015,6.73183,5.94531,704,10,"Co-operative Play, Hand Management, Memory, Trading",1620,"Card Game, Real-time, Science Fiction, Space Exploration"
2306,38797,Uruk: Wiege der Zivilisation,2,4,60,60,60,2008,6.73458,5.94528,620,12,"Action Point Allowance System, Auction/Bidding, Card Drafting, Hand Management",737,"Card Game, Civilization"
2307,98242,Star Trek Deck Building Game: The Next Generation,2,5,60,60,60,2011,6.50238,5.94477,1081,13,"Card Drafting, Co-operative Play, Deck / Pool Building, Partnerships",2133,"Adventure, Card Game, Exploration, Movies / TV / Radio theme, Science Fiction, Space Exploration"
2308,116858,Noah,2,5,30,30,30,2012,6.51689,5.94473,940,7,Hand Management,1455,"Animals, Card Game"
2309,31790,"Crusade and Revolution: The Spanish Civil War, 1936-1939",2,2,360,180,360,2013,8.43348,5.94472,221,14,"Campaign / Battle Card Driven, Card Drafting, Dice Rolling, Point to Point Movement",484,"Civil War, Wargame, World War II"
2310,31954,A Victory Denied,2,2,360,360,360,2009,7.36999,5.94462,362,0,"Chit-Pull System, Dice Rolling, Hex-and-Counter, Simulation",1183,"Wargame, World War II"
2311,179933,Agility,2,2,45,30,45,2016,7.33721,5.94451,375,10,"Card Drafting, Hand Management",838,"Animals, Racing"
2312,6539,Formula Dé Mini,2,6,60,60,60,2003,6.51984,5.94444,873,8,"Press Your Luck, Roll / Spin and Move",1016,"Racing, Sports"
2313,22457,Axis & Allies: Battle of the Bulge,2,2,180,180,180,2006,6.73789,5.94414,732,12,"Area Movement, Dice Rolling",1645,"Wargame, World War II"
2314,109969,Mutant Meeples,2,7,45,45,45,2012,6.67392,5.94401,695,8,"Grid Movement, Modular Board, Variable Player Powers",1192,"Puzzle, Real-time"
2315,156373,Chimera,3,3,45,45,45,2014,7.0452,5.94398,446,13,"Auction/Bidding, Hand Management, Partnerships, Trick-taking",1103,Card Game
2316,125993,France '40,2,2,240,240,240,2013,7.74521,5.94363,282,12,Hex-and-Counter,869,"Wargame, World War II"
2317,545,Kaleidos,2,12,60,60,60,1994,6.71122,5.94355,651,10,Pattern Recognition,898,Party Game
2318,137155,Potato Man,2,5,40,40,40,2013,6.68986,5.94346,649,10,Trick-taking,858,Card Game
2319,146735,Munchkin Adventure Time,3,6,90,60,90,2014,6.55047,5.94341,1160,10,"Dice Rolling, Hand Management, Take That, Variable Player Powers",3531,"Card Game, Fantasy, Fighting, Humor, Movies / TV / Radio theme"
2320,9825,Early American Chrononauts,1,6,45,45,45,2004,6.62775,5.94315,813,11,Modular Board,1901,"American Civil War, Card Game, Educational, Political, Science Fiction"
2321,143096,Camp Grizzly,1,6,60,60,60,2013,7.34069,5.94298,450,18,"Co-operative Play, Player Elimination",753,"Fighting, Horror, Humor, Mature / Adult"
2322,154259,Province,2,2,25,25,25,2014,6.37556,5.94278,1163,13,Worker Placement,2825,City Building
2323,1459,Sharp Shooters,2,6,10,10,10,1994,6.41908,5.94277,1088,10,"Dice Rolling, Press Your Luck",1899,Dice
2324,4286,A Game of Thrones Collectible Card Game,2,5,30,30,30,2002,6.87636,5.94262,596,0,Hand Management,782,"Card Game, Collectible Components, Fantasy, Novel-based"
2325,713,Nuclear War,2,6,60,60,60,1965,6.20648,5.94249,2638,10,"Action / Movement Programming, Take That",3644,"Card Game, Modern Warfare, Negotiation, Political"
2326,32838,The Battle for Normandy,2,8,240,240,240,2009,7.85402,5.94219,286,0,"Dice Rolling, Hex-and-Counter, Simulation",937,"Wargame, World War II"
